location,Code,date,daily_cases,daily_deaths
Afghanistan,AFG,"Dec 31, 2019",0,0
Afghanistan,AFG,"Jan 1, 2020",0,0
Afghanistan,AFG,"Jan 2, 2020",0,0
Afghanistan,AFG,"Jan 3, 2020",0,0
Afghanistan,AFG,"Jan 4, 2020",0,0
Afghanistan,AFG,"Jan 5, 2020",0,0
Afghanistan,AFG,"Jan 6, 2020",0,0
Afghanistan,AFG,"Jan 7, 2020",0,0
Afghanistan,AFG,"Jan 8, 2020",0,0
Afghanistan,AFG,"Jan 9, 2020",0,0
Afghanistan,AFG,"Jan 10, 2020",0,0
Afghanistan,AFG,"Jan 11, 2020",0,0
Afghanistan,AFG,"Jan 12, 2020",0,0
Afghanistan,AFG,"Jan 13, 2020",0,0
Afghanistan,AFG,"Jan 14, 2020",0,0
Afghanistan,AFG,"Jan 15, 2020",0,0
Afghanistan,AFG,"Jan 16, 2020",0,0
Afghanistan,AFG,"Jan 17, 2020",0,0
Afghanistan,AFG,"Jan 18, 2020",0,0
Afghanistan,AFG,"Jan 19, 2020",0,0
Afghanistan,AFG,"Jan 20, 2020",0,0
Afghanistan,AFG,"Jan 21, 2020",0,0
Afghanistan,AFG,"Jan 22, 2020",0,0
Afghanistan,AFG,"Jan 23, 2020",0,0
Afghanistan,AFG,"Jan 24, 2020",0,0
Afghanistan,AFG,"Jan 25, 2020",0,0
Afghanistan,AFG,"Jan 26, 2020",0,0
Afghanistan,AFG,"Jan 27, 2020",0,0
Afghanistan,AFG,"Jan 28, 2020",0,0
Afghanistan,AFG,"Jan 29, 2020",0,0
Afghanistan,AFG,"Jan 30, 2020",0,0
Afghanistan,AFG,"Jan 31, 2020",0,0
Afghanistan,AFG,"Feb 1, 2020",0,0
Afghanistan,AFG,"Feb 2, 2020",0,0
Afghanistan,AFG,"Feb 3, 2020",0,0
Afghanistan,AFG,"Feb 4, 2020",0,0
Afghanistan,AFG,"Feb 5, 2020",0,0
Afghanistan,AFG,"Feb 6, 2020",0,0
Afghanistan,AFG,"Feb 7, 2020",0,0
Afghanistan,AFG,"Feb 8, 2020",0,0
Afghanistan,AFG,"Feb 9, 2020",0,0
Afghanistan,AFG,"Feb 10, 2020",0,0
Afghanistan,AFG,"Feb 11, 2020",0,0
Afghanistan,AFG,"Feb 12, 2020",0,0
Afghanistan,AFG,"Feb 13, 2020",0,0
Afghanistan,AFG,"Feb 14, 2020",0,0
Afghanistan,AFG,"Feb 15, 2020",0,0
Afghanistan,AFG,"Feb 16, 2020",0,0
Afghanistan,AFG,"Feb 17, 2020",0,0
Afghanistan,AFG,"Feb 18, 2020",0,0
Afghanistan,AFG,"Feb 19, 2020",0,0
Afghanistan,AFG,"Feb 20, 2020",0,0
Afghanistan,AFG,"Feb 21, 2020",0,0
Afghanistan,AFG,"Feb 22, 2020",0,0
Afghanistan,AFG,"Feb 23, 2020",0,0
Afghanistan,AFG,"Feb 24, 2020",0,0
Afghanistan,AFG,"Feb 25, 2020",1,0
Afghanistan,AFG,"Feb 26, 2020",0,0
Afghanistan,AFG,"Feb 27, 2020",0,0
Afghanistan,AFG,"Feb 28, 2020",0,0
Afghanistan,AFG,"Feb 29, 2020",0,0
Afghanistan,AFG,"Mar 1, 2020",0,0
Afghanistan,AFG,"Mar 2, 2020",0,0
Afghanistan,AFG,"Mar 8, 2020",3,0
Afghanistan,AFG,"Mar 11, 2020",3,0
Afghanistan,AFG,"Mar 15, 2020",3,0
Afghanistan,AFG,"Mar 16, 2020",6,0
Afghanistan,AFG,"Mar 17, 2020",5,0
Afghanistan,AFG,"Mar 18, 2020",1,0
Afghanistan,AFG,"Mar 19, 2020",0,0
Afghanistan,AFG,"Mar 20, 2020",0,0
Afghanistan,AFG,"Mar 21, 2020",2,0
Afghanistan,AFG,"Mar 22, 2020",0,0
Afghanistan,AFG,"Mar 23, 2020",10,0
Afghanistan,AFG,"Mar 24, 2020",6,1
Afghanistan,AFG,"Mar 25, 2020",2,0
Afghanistan,AFG,"Mar 26, 2020",33,0
Afghanistan,AFG,"Mar 27, 2020",0,0
Afghanistan,AFG,"Mar 28, 2020",16,1
Afghanistan,AFG,"Mar 29, 2020",15,1
Afghanistan,AFG,"Mar 30, 2020",8,1
Afghanistan,AFG,"Mar 31, 2020",27,0
Afghanistan,AFG,"Apr 1, 2020",25,0
Afghanistan,AFG,"Apr 2, 2020",26,0
Afghanistan,AFG,"Apr 3, 2020",43,0
Afghanistan,AFG,"Apr 4, 2020",0,0
Afghanistan,AFG,"Apr 5, 2020",35,1
Afghanistan,AFG,"Apr 6, 2020",29,2
Afghanistan,AFG,"Apr 7, 2020",38,0
Afghanistan,AFG,"Apr 8, 2020",30,4
Afghanistan,AFG,"Apr 9, 2020",56,3
Afghanistan,AFG,"Apr 10, 2020",61,1
Afghanistan,AFG,"Apr 11, 2020",37,0
Afghanistan,AFG,"Apr 12, 2020",34,3
Afghanistan,AFG,"Apr 13, 2020",52,0
Afghanistan,AFG,"Apr 14, 2020",58,3
Afghanistan,AFG,"Apr 15, 2020",49,2
Afghanistan,AFG,"Apr 16, 2020",70,2
Afghanistan,AFG,"Apr 17, 2020",10,4
Afghanistan,AFG,"Apr 18, 2020",51,1
Afghanistan,AFG,"Apr 19, 2020",63,0
Afghanistan,AFG,"Apr 20, 2020",88,3
Afghanistan,AFG,"Apr 21, 2020",35,2
Afghanistan,AFG,"Apr 22, 2020",61,1
Afghanistan,AFG,"Apr 23, 2020",84,4
Afghanistan,AFG,"Apr 24, 2020",105,2
Afghanistan,AFG,"Apr 25, 2020",70,1
Afghanistan,AFG,"Apr 26, 2020",112,4
Afghanistan,AFG,"Apr 27, 2020",68,10
Afghanistan,AFG,"Apr 28, 2020",172,0
Afghanistan,AFG,"Apr 29, 2020",124,3
Afghanistan,AFG,"Apr 30, 2020",122,0
Afghanistan,AFG,"May 1, 2020",222,4
Afghanistan,AFG,"May 2, 2020",164,4
Afghanistan,AFG,"May 3, 2020",134,4
Afghanistan,AFG,"May 4, 2020",235,13
Afghanistan,AFG,"May 5, 2020",190,5
Afghanistan,AFG,"May 6, 2020",330,5
Afghanistan,AFG,"May 7, 2020",168,9
Afghanistan,AFG,"May 8, 2020",171,2
Afghanistan,AFG,"May 9, 2020",215,3
Afghanistan,AFG,"May 10, 2020",255,6
Afghanistan,AFG,"May 11, 2020",369,5
Afghanistan,AFG,"May 12, 2020",285,2
Afghanistan,AFG,"May 13, 2020",280,5
Afghanistan,AFG,"May 14, 2020",259,3
Afghanistan,AFG,"May 15, 2020",113,6
Afghanistan,AFG,"May 16, 2020",1063,32
Afghanistan,AFG,"May 17, 2020",0,0
Afghanistan,AFG,"May 18, 2020",262,1
Afghanistan,AFG,"May 19, 2020",408,4
Afghanistan,AFG,"May 20, 2020",581,5
Afghanistan,AFG,"May 21, 2020",492,9
Africa,,"Dec 31, 2019",0,0
Africa,,"Jan 1, 2020",0,0
Africa,,"Jan 2, 2020",0,0
Africa,,"Jan 3, 2020",0,0
Africa,,"Jan 4, 2020",0,0
Africa,,"Jan 5, 2020",0,0
Africa,,"Jan 6, 2020",0,0
Africa,,"Jan 7, 2020",0,0
Africa,,"Jan 8, 2020",0,0
Africa,,"Jan 9, 2020",0,0
Africa,,"Jan 10, 2020",0,0
Africa,,"Jan 11, 2020",0,0
Africa,,"Jan 12, 2020",0,0
Africa,,"Jan 13, 2020",0,0
Africa,,"Jan 14, 2020",0,0
Africa,,"Jan 15, 2020",0,0
Africa,,"Jan 16, 2020",0,0
Africa,,"Jan 17, 2020",0,0
Africa,,"Jan 18, 2020",0,0
Africa,,"Jan 19, 2020",0,0
Africa,,"Jan 20, 2020",0,0
Africa,,"Jan 21, 2020",0,0
Africa,,"Jan 22, 2020",0,0
Africa,,"Jan 23, 2020",0,0
Africa,,"Jan 24, 2020",0,0
Africa,,"Jan 25, 2020",0,0
Africa,,"Jan 26, 2020",0,0
Africa,,"Jan 27, 2020",0,0
Africa,,"Jan 28, 2020",0,0
Africa,,"Jan 29, 2020",0,0
Africa,,"Jan 30, 2020",0,0
Africa,,"Jan 31, 2020",0,0
Africa,,"Feb 1, 2020",0,0
Africa,,"Feb 2, 2020",0,0
Africa,,"Feb 3, 2020",0,0
Africa,,"Feb 4, 2020",0,0
Africa,,"Feb 5, 2020",0,0
Africa,,"Feb 6, 2020",0,0
Africa,,"Feb 7, 2020",0,0
Africa,,"Feb 8, 2020",0,0
Africa,,"Feb 9, 2020",0,0
Africa,,"Feb 10, 2020",0,0
Africa,,"Feb 11, 2020",0,0
Africa,,"Feb 12, 2020",0,0
Africa,,"Feb 13, 2020",0,0
Africa,,"Feb 14, 2020",0,0
Africa,,"Feb 15, 2020",1,0
Africa,,"Feb 16, 2020",0,0
Africa,,"Feb 17, 2020",0,0
Africa,,"Feb 18, 2020",0,0
Africa,,"Feb 19, 2020",0,0
Africa,,"Feb 20, 2020",0,0
Africa,,"Feb 21, 2020",0,0
Africa,,"Feb 22, 2020",0,0
Africa,,"Feb 23, 2020",0,0
Africa,,"Feb 24, 2020",0,0
Africa,,"Feb 25, 2020",0,0
Africa,,"Feb 26, 2020",1,0
Africa,,"Feb 27, 2020",0,0
Africa,,"Feb 28, 2020",1,0
Africa,,"Feb 29, 2020",0,0
Africa,,"Mar 1, 2020",2,0
Africa,,"Mar 2, 2020",1,0
Africa,,"Mar 3, 2020",3,0
Africa,,"Mar 4, 2020",2,0
Africa,,"Mar 5, 2020",9,0
Africa,,"Mar 6, 2020",9,0
Africa,,"Mar 7, 2020",14,0
Africa,,"Mar 8, 2020",1,0
Africa,,"Mar 9, 2020",39,1
Africa,,"Mar 10, 2020",12,0
Africa,,"Mar 11, 2020",10,0
Africa,,"Mar 12, 2020",13,1
Africa,,"Mar 13, 2020",41,2
Africa,,"Mar 14, 2020",43,1
Africa,,"Mar 15, 2020",37,1
Africa,,"Mar 16, 2020",85,2
Africa,,"Mar 17, 2020",78,0
Africa,,"Mar 18, 2020",92,4
Africa,,"Mar 19, 2020",139,4
Africa,,"Mar 20, 2020",111,1
Africa,,"Mar 21, 2020",231,7
Africa,,"Mar 22, 2020",201,11
Africa,,"Mar 23, 2020",213,9
Africa,,"Mar 24, 2020",349,8
Africa,,"Mar 25, 2020",465,12
Africa,,"Mar 26, 2020",487,8
Africa,,"Mar 27, 2020",588,12
Africa,,"Mar 28, 2020",526,19
Africa,,"Mar 29, 2020",320,21
Africa,,"Mar 30, 2020",505,19
Africa,,"Mar 31, 2020",508,23
Africa,,"Apr 1, 2020",489,23
Africa,,"Apr 2, 2020",622,35
Africa,,"Apr 3, 2020",635,32
Africa,,"Apr 4, 2020",625,49
Africa,,"Apr 5, 2020",932,74
Africa,,"Apr 6, 2020",735,55
Africa,,"Apr 7, 2020",627,43
Africa,,"Apr 8, 2020",722,45
Africa,,"Apr 9, 2020",922,51
Africa,,"Apr 10, 2020",834,57
Africa,,"Apr 11, 2020",672,61
Africa,,"Apr 12, 2020",714,52
Africa,,"Apr 13, 2020",856,46
Africa,,"Apr 14, 2020",769,46
Africa,,"Apr 15, 2020",990,41
Africa,,"Apr 16, 2020",962,35
Africa,,"Apr 17, 2020",1086,54
Africa,,"Apr 18, 2020",1568,51
Africa,,"Apr 19, 2020",1160,41
Africa,,"Apr 20, 2020",1246,63
Africa,,"Apr 21, 2020",964,35
Africa,,"Apr 22, 2020",1350,34
Africa,,"Apr 23, 2020",1069,43
Africa,,"Apr 24, 2020",1535,54
Africa,,"Apr 25, 2020",1854,48
Africa,,"Apr 26, 2020",1241,44
Africa,,"Apr 27, 2020",1432,37
Africa,,"Apr 28, 2020",1414,55
Africa,,"Apr 29, 2020",1770,54
Africa,,"Apr 30, 2020",1803,67
Africa,,"May 1, 2020",2115,44
Africa,,"May 2, 2020",1907,55
Africa,,"May 3, 2020",2019,70
Africa,,"May 4, 2020",1659,39
Africa,,"May 5, 2020",2687,46
Africa,,"May 6, 2020",2086,69
Africa,,"May 7, 2020",2469,97
Africa,,"May 8, 2020",2429,67
Africa,,"May 9, 2020",3730,77
Africa,,"May 10, 2020",2801,68
Africa,,"May 11, 2020",2754,67
Africa,,"May 12, 2020",3119,57
Africa,,"May 13, 2020",2994,56
Africa,,"May 14, 2020",3029,87
Africa,,"May 15, 2020",3146,73
Africa,,"May 16, 2020",2753,71
Africa,,"May 17, 2020",3003,65
Africa,,"May 18, 2020",3381,60
Africa,,"May 19, 2020",3269,72
Africa,,"May 20, 2020",3280,72
Africa,,"May 21, 2020",3739,89
Albania,ALB,"Mar 9, 2020",2,0
Albania,ALB,"Mar 10, 2020",4,0
Albania,ALB,"Mar 11, 2020",4,0
Albania,ALB,"Mar 12, 2020",1,1
Albania,ALB,"Mar 13, 2020",12,0
Albania,ALB,"Mar 14, 2020",10,0
Albania,ALB,"Mar 15, 2020",5,0
Albania,ALB,"Mar 16, 2020",4,0
Albania,ALB,"Mar 17, 2020",9,0
Albania,ALB,"Mar 18, 2020",4,0
Albania,ALB,"Mar 19, 2020",4,1
Albania,ALB,"Mar 20, 2020",11,0
Albania,ALB,"Mar 21, 2020",0,0
Albania,ALB,"Mar 22, 2020",6,0
Albania,ALB,"Mar 23, 2020",13,0
Albania,ALB,"Mar 24, 2020",11,2
Albania,ALB,"Mar 25, 2020",23,1
Albania,ALB,"Mar 26, 2020",23,0
Albania,ALB,"Mar 27, 2020",28,1
Albania,ALB,"Mar 28, 2020",12,3
Albania,ALB,"Mar 29, 2020",11,1
Albania,ALB,"Mar 30, 2020",15,0
Albania,ALB,"Mar 31, 2020",11,2
Albania,ALB,"Apr 1, 2020",20,3
Albania,ALB,"Apr 2, 2020",16,0
Albania,ALB,"Apr 3, 2020",18,1
Albania,ALB,"Apr 4, 2020",27,1
Albania,ALB,"Apr 5, 2020",29,2
Albania,ALB,"Apr 6, 2020",28,2
Albania,ALB,"Apr 7, 2020",16,1
Albania,ALB,"Apr 8, 2020",6,0
Albania,ALB,"Apr 9, 2020",17,0
Albania,ALB,"Apr 10, 2020",9,1
Albania,ALB,"Apr 11, 2020",7,0
Albania,ALB,"Apr 12, 2020",17,0
Albania,ALB,"Apr 13, 2020",13,0
Albania,ALB,"Apr 14, 2020",21,0
Albania,ALB,"Apr 15, 2020",8,1
Albania,ALB,"Apr 16, 2020",19,1
Albania,ALB,"Apr 17, 2020",24,1
Albania,ALB,"Apr 18, 2020",21,0
Albania,ALB,"Apr 19, 2020",9,0
Albania,ALB,"Apr 20, 2020",14,0
Albania,ALB,"Apr 21, 2020",22,0
Albania,ALB,"Apr 22, 2020",25,0
Albania,ALB,"Apr 23, 2020",25,1
Albania,ALB,"Apr 24, 2020",29,0
Albania,ALB,"Apr 25, 2020",15,0
Albania,ALB,"Apr 26, 2020",34,0
Albania,ALB,"Apr 27, 2020",14,1
Albania,ALB,"Apr 28, 2020",10,0
Albania,ALB,"Apr 29, 2020",14,2
Albania,ALB,"Apr 30, 2020",16,1
Albania,ALB,"May 1, 2020",7,0
Albania,ALB,"May 2, 2020",9,0
Albania,ALB,"May 3, 2020",7,0
Albania,ALB,"May 4, 2020",6,0
Albania,ALB,"May 5, 2020",8,0
Albania,ALB,"May 6, 2020",17,0
Albania,ALB,"May 7, 2020",12,0
Albania,ALB,"May 8, 2020",10,0
Albania,ALB,"May 9, 2020",8,0
Albania,ALB,"May 10, 2020",6,0
Albania,ALB,"May 11, 2020",12,0
Albania,ALB,"May 12, 2020",4,0
Albania,ALB,"May 13, 2020",4,0
Albania,ALB,"May 14, 2020",4,0
Albania,ALB,"May 15, 2020",18,0
Albania,ALB,"May 16, 2020",18,0
Albania,ALB,"May 17, 2020",17,0
Albania,ALB,"May 18, 2020",13,0
Albania,ALB,"May 19, 2020",2,0
Albania,ALB,"May 20, 2020",1,0
Albania,ALB,"May 21, 2020",15,0
Algeria,DZA,"Dec 31, 2019",0,0
Algeria,DZA,"Jan 1, 2020",0,0
Algeria,DZA,"Jan 2, 2020",0,0
Algeria,DZA,"Jan 3, 2020",0,0
Algeria,DZA,"Jan 4, 2020",0,0
Algeria,DZA,"Jan 5, 2020",0,0
Algeria,DZA,"Jan 6, 2020",0,0
Algeria,DZA,"Jan 7, 2020",0,0
Algeria,DZA,"Jan 8, 2020",0,0
Algeria,DZA,"Jan 9, 2020",0,0
Algeria,DZA,"Jan 10, 2020",0,0
Algeria,DZA,"Jan 11, 2020",0,0
Algeria,DZA,"Jan 12, 2020",0,0
Algeria,DZA,"Jan 13, 2020",0,0
Algeria,DZA,"Jan 14, 2020",0,0
Algeria,DZA,"Jan 15, 2020",0,0
Algeria,DZA,"Jan 16, 2020",0,0
Algeria,DZA,"Jan 17, 2020",0,0
Algeria,DZA,"Jan 18, 2020",0,0
Algeria,DZA,"Jan 19, 2020",0,0
Algeria,DZA,"Jan 20, 2020",0,0
Algeria,DZA,"Jan 21, 2020",0,0
Algeria,DZA,"Jan 22, 2020",0,0
Algeria,DZA,"Jan 23, 2020",0,0
Algeria,DZA,"Jan 24, 2020",0,0
Algeria,DZA,"Jan 25, 2020",0,0
Algeria,DZA,"Jan 26, 2020",0,0
Algeria,DZA,"Jan 27, 2020",0,0
Algeria,DZA,"Jan 28, 2020",0,0
Algeria,DZA,"Jan 29, 2020",0,0
Algeria,DZA,"Jan 30, 2020",0,0
Algeria,DZA,"Jan 31, 2020",0,0
Algeria,DZA,"Feb 1, 2020",0,0
Algeria,DZA,"Feb 2, 2020",0,0
Algeria,DZA,"Feb 3, 2020",0,0
Algeria,DZA,"Feb 4, 2020",0,0
Algeria,DZA,"Feb 5, 2020",0,0
Algeria,DZA,"Feb 6, 2020",0,0
Algeria,DZA,"Feb 7, 2020",0,0
Algeria,DZA,"Feb 8, 2020",0,0
Algeria,DZA,"Feb 9, 2020",0,0
Algeria,DZA,"Feb 10, 2020",0,0
Algeria,DZA,"Feb 11, 2020",0,0
Algeria,DZA,"Feb 12, 2020",0,0
Algeria,DZA,"Feb 13, 2020",0,0
Algeria,DZA,"Feb 14, 2020",0,0
Algeria,DZA,"Feb 15, 2020",0,0
Algeria,DZA,"Feb 16, 2020",0,0
Algeria,DZA,"Feb 17, 2020",0,0
Algeria,DZA,"Feb 18, 2020",0,0
Algeria,DZA,"Feb 19, 2020",0,0
Algeria,DZA,"Feb 20, 2020",0,0
Algeria,DZA,"Feb 21, 2020",0,0
Algeria,DZA,"Feb 22, 2020",0,0
Algeria,DZA,"Feb 23, 2020",0,0
Algeria,DZA,"Feb 24, 2020",0,0
Algeria,DZA,"Feb 25, 2020",0,0
Algeria,DZA,"Feb 26, 2020",1,0
Algeria,DZA,"Feb 27, 2020",0,0
Algeria,DZA,"Feb 28, 2020",0,0
Algeria,DZA,"Feb 29, 2020",0,0
Algeria,DZA,"Mar 1, 2020",2,0
Algeria,DZA,"Mar 2, 2020",0,0
Algeria,DZA,"Mar 4, 2020",2,0
Algeria,DZA,"Mar 5, 2020",7,0
Algeria,DZA,"Mar 6, 2020",5,0
Algeria,DZA,"Mar 9, 2020",3,0
Algeria,DZA,"Mar 12, 2020",0,0
Algeria,DZA,"Mar 13, 2020",5,1
Algeria,DZA,"Mar 14, 2020",1,1
Algeria,DZA,"Mar 15, 2020",11,0
Algeria,DZA,"Mar 16, 2020",11,2
Algeria,DZA,"Mar 17, 2020",10,0
Algeria,DZA,"Mar 18, 2020",2,1
Algeria,DZA,"Mar 19, 2020",12,1
Algeria,DZA,"Mar 20, 2020",18,1
Algeria,DZA,"Mar 21, 2020",12,3
Algeria,DZA,"Mar 22, 2020",37,5
Algeria,DZA,"Mar 23, 2020",62,2
Algeria,DZA,"Mar 24, 2020",29,0
Algeria,DZA,"Mar 25, 2020",34,2
Algeria,DZA,"Mar 26, 2020",38,2
Algeria,DZA,"Mar 27, 2020",65,4
Algeria,DZA,"Mar 28, 2020",42,1
Algeria,DZA,"Mar 29, 2020",45,3
Algeria,DZA,"Mar 30, 2020",57,2
Algeria,DZA,"Mar 31, 2020",73,4
Algeria,DZA,"Apr 1, 2020",132,9
Algeria,DZA,"Apr 2, 2020",131,14
Algeria,DZA,"Apr 3, 2020",139,5
Algeria,DZA,"Apr 4, 2020",185,42
Algeria,DZA,"Apr 5, 2020",80,25
Algeria,DZA,"Apr 6, 2020",69,22
Algeria,DZA,"Apr 7, 2020",103,21
Algeria,DZA,"Apr 8, 2020",45,20
Algeria,DZA,"Apr 9, 2020",104,12
Algeria,DZA,"Apr 10, 2020",94,30
Algeria,DZA,"Apr 11, 2020",95,21
Algeria,DZA,"Apr 12, 2020",64,19
Algeria,DZA,"Apr 13, 2020",89,18
Algeria,DZA,"Apr 14, 2020",69,20
Algeria,DZA,"Apr 15, 2020",87,12
Algeria,DZA,"Apr 16, 2020",90,11
Algeria,DZA,"Apr 17, 2020",108,12
Algeria,DZA,"Apr 18, 2020",150,16
Algeria,DZA,"Apr 19, 2020",117,3
Algeria,DZA,"Apr 20, 2020",94,8
Algeria,DZA,"Apr 21, 2020",89,9
Algeria,DZA,"Apr 22, 2020",93,8
Algeria,DZA,"Apr 23, 2020",99,10
Algeria,DZA,"Apr 24, 2020",97,5
Algeria,DZA,"Apr 25, 2020",120,8
Algeria,DZA,"Apr 26, 2020",129,4
Algeria,DZA,"Apr 27, 2020",126,6
Algeria,DZA,"Apr 28, 2020",135,7
Algeria,DZA,"Apr 29, 2020",132,5
Algeria,DZA,"Apr 30, 2020",199,7
Algeria,DZA,"May 1, 2020",158,6
Algeria,DZA,"May 2, 2020",148,3
Algeria,DZA,"May 3, 2020",141,6
Algeria,DZA,"May 4, 2020",179,4
Algeria,DZA,"May 5, 2020",174,2
Algeria,DZA,"May 6, 2020",190,5
Algeria,DZA,"May 7, 2020",159,6
Algeria,DZA,"May 8, 2020",185,7
Algeria,DZA,"May 9, 2020",187,5
Algeria,DZA,"May 10, 2020",189,6
Algeria,DZA,"May 11, 2020",165,8
Algeria,DZA,"May 12, 2020",168,5
Algeria,DZA,"May 13, 2020",176,8
Algeria,DZA,"May 14, 2020",186,7
Algeria,DZA,"May 15, 2020",189,7
Algeria,DZA,"May 16, 2020",187,7
Algeria,DZA,"May 17, 2020",192,6
Algeria,DZA,"May 18, 2020",198,6
Algeria,DZA,"May 19, 2020",182,7
Algeria,DZA,"May 20, 2020",176,6
Algeria,DZA,"May 21, 2020",165,7
Andorra,AND,"Mar 3, 2020",1,0
Andorra,AND,"Mar 14, 2020",1,0
Andorra,AND,"Mar 16, 2020",3,0
Andorra,AND,"Mar 17, 2020",9,0
Andorra,AND,"Mar 18, 2020",0,0
Andorra,AND,"Mar 19, 2020",39,0
Andorra,AND,"Mar 20, 2020",22,0
Andorra,AND,"Mar 21, 2020",0,0
Andorra,AND,"Mar 22, 2020",13,0
Andorra,AND,"Mar 23, 2020",25,0
Andorra,AND,"Mar 24, 2020",20,0
Andorra,AND,"Mar 25, 2020",31,0
Andorra,AND,"Mar 26, 2020",24,0
Andorra,AND,"Mar 27, 2020",36,3
Andorra,AND,"Mar 28, 2020",43,0
Andorra,AND,"Mar 29, 2020",41,1
Andorra,AND,"Mar 30, 2020",26,2
Andorra,AND,"Mar 31, 2020",36,2
Andorra,AND,"Apr 1, 2020",6,4
Andorra,AND,"Apr 2, 2020",14,2
Andorra,AND,"Apr 3, 2020",38,1
Andorra,AND,"Apr 4, 2020",11,1
Andorra,AND,"Apr 5, 2020",27,1
Andorra,AND,"Apr 6, 2020",35,1
Andorra,AND,"Apr 7, 2020",25,3
Andorra,AND,"Apr 8, 2020",19,1
Andorra,AND,"Apr 9, 2020",19,1
Andorra,AND,"Apr 10, 2020",19,2
Andorra,AND,"Apr 11, 2020",18,1
Andorra,AND,"Apr 12, 2020",21,2
Andorra,AND,"Apr 13, 2020",16,1
Andorra,AND,"Apr 14, 2020",8,0
Andorra,AND,"Apr 15, 2020",13,2
Andorra,AND,"Apr 16, 2020",14,2
Andorra,AND,"Apr 17, 2020",9,0
Andorra,AND,"Apr 18, 2020",14,2
Andorra,AND,"Apr 19, 2020",8,0
Andorra,AND,"Apr 20, 2020",9,1
Andorra,AND,"Apr 21, 2020",4,0
Andorra,AND,"Apr 22, 2020",0,1
Andorra,AND,"Apr 23, 2020",6,0
Andorra,AND,"Apr 24, 2020",1,0
Andorra,AND,"Apr 25, 2020",7,3
Andorra,AND,"Apr 26, 2020",2,0
Andorra,AND,"Apr 27, 2020",7,0
Andorra,AND,"Apr 28, 2020",3,0
Andorra,AND,"Apr 29, 2020",0,1
Andorra,AND,"Apr 30, 2020",0,1
Andorra,AND,"May 1, 2020",2,0
Andorra,AND,"May 2, 2020",1,1
Andorra,AND,"May 3, 2020",1,1
Andorra,AND,"May 4, 2020",1,1
Andorra,AND,"May 5, 2020",2,0
Andorra,AND,"May 6, 2020",1,1
Andorra,AND,"May 7, 2020",0,0
Andorra,AND,"May 8, 2020",1,1
Andorra,AND,"May 9, 2020",0,0
Andorra,AND,"May 10, 2020",2,1
Andorra,AND,"May 11, 2020",1,0
Andorra,AND,"May 12, 2020",1,0
Andorra,AND,"May 13, 2020",2,0
Andorra,AND,"May 14, 2020",2,1
Andorra,AND,"May 15, 2020",1,0
Andorra,AND,"May 16, 2020",0,0
Andorra,AND,"May 17, 2020",0,2
Andorra,AND,"May 18, 2020",0,0
Andorra,AND,"May 19, 2020",0,0
Andorra,AND,"May 20, 2020",0,0
Andorra,AND,"May 21, 2020",1,0
Angola,AGO,"Mar 22, 2020",2,0
Angola,AGO,"Mar 23, 2020",0,0
Angola,AGO,"Mar 24, 2020",0,0
Angola,AGO,"Mar 25, 2020",0,0
Angola,AGO,"Mar 26, 2020",0,0
Angola,AGO,"Mar 27, 2020",1,0
Angola,AGO,"Mar 28, 2020",1,0
Angola,AGO,"Mar 29, 2020",0,0
Angola,AGO,"Mar 30, 2020",3,2
Angola,AGO,"Mar 31, 2020",0,0
Angola,AGO,"Apr 1, 2020",0,0
Angola,AGO,"Apr 2, 2020",1,0
Angola,AGO,"Apr 3, 2020",0,0
Angola,AGO,"Apr 4, 2020",0,0
Angola,AGO,"Apr 5, 2020",2,0
Angola,AGO,"Apr 6, 2020",4,0
Angola,AGO,"Apr 7, 2020",2,0
Angola,AGO,"Apr 8, 2020",1,0
Angola,AGO,"Apr 9, 2020",2,0
Angola,AGO,"Apr 10, 2020",0,0
Angola,AGO,"Apr 11, 2020",0,0
Angola,AGO,"Apr 12, 2020",0,0
Angola,AGO,"Apr 13, 2020",0,0
Angola,AGO,"Apr 14, 2020",0,0
Angola,AGO,"Apr 15, 2020",0,0
Angola,AGO,"Apr 16, 2020",0,0
Angola,AGO,"Apr 17, 2020",0,0
Angola,AGO,"Apr 18, 2020",0,0
Angola,AGO,"Apr 19, 2020",5,0
Angola,AGO,"Apr 20, 2020",0,0
Angola,AGO,"Apr 21, 2020",0,0
Angola,AGO,"Apr 22, 2020",0,0
Angola,AGO,"Apr 23, 2020",0,0
Angola,AGO,"Apr 24, 2020",1,0
Angola,AGO,"Apr 25, 2020",0,0
Angola,AGO,"Apr 26, 2020",0,0
Angola,AGO,"Apr 27, 2020",1,0
Angola,AGO,"Apr 28, 2020",1,0
Angola,AGO,"Apr 29, 2020",0,0
Angola,AGO,"Apr 30, 2020",0,0
Angola,AGO,"May 1, 2020",0,0
Angola,AGO,"May 2, 2020",2,0
Angola,AGO,"May 3, 2020",6,0
Angola,AGO,"May 4, 2020",0,0
Angola,AGO,"May 5, 2020",0,0
Angola,AGO,"May 6, 2020",1,0
Angola,AGO,"May 7, 2020",0,0
Angola,AGO,"May 8, 2020",0,0
Angola,AGO,"May 9, 2020",7,0
Angola,AGO,"May 10, 2020",0,0
Angola,AGO,"May 11, 2020",2,0
Angola,AGO,"May 12, 2020",0,0
Angola,AGO,"May 13, 2020",0,0
Angola,AGO,"May 14, 2020",0,0
Angola,AGO,"May 15, 2020",3,0
